path	node	rank	remark
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Elaphomycetales;Elaphomycetaceae	Elaphomycetaceae	family	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Elaphomycetales;Elaphomycetaceae;Pseudotulostoma	Pseudotulostoma	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Eurotiales	Eurotiales	order	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Eurotiales;Incertae Sedis	Incertae Sedis	family	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Eurotiales;Incertae Sedis;Thermomyces	Thermomyces	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Eurotiales;Trichocomaceae	Trichocomaceae	family	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Eurotiales;Trichocomaceae;Aspergillus	Aspergillus	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Eurotiales;Trichocomaceae;Byssochlamys	Byssochlamys	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Eurotiales;Trichocomaceae;Chaetosartorya	Chaetosartorya	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Eurotiales;Trichocomaceae;Chromocleista	Chromocleista	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Eurotiales;Trichocomaceae;Edyuillia	Edyuillia	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Eurotiales;Trichocomaceae;Emericella	Emericella	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Eurotiales;Trichocomaceae;Eupenicillium	Eupenicillium	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Eurotiales;Trichocomaceae;Eurotium	Eurotium	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Eurotiales;Trichocomaceae;Hamigera	Hamigera	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Eurotiales;Trichocomaceae;Hemicarpenteles	Hemicarpenteles	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Eurotiales;Trichocomaceae;Merimbla	Merimbla	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Eurotiales;Trichocomaceae;Neosartorya	Neosartorya	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Eurotiales;Trichocomaceae;Paecilomyces	Paecilomyces	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Eurotiales;Trichocomaceae;Penicilliopsis	Penicilliopsis	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Eurotiales;Trichocomaceae;Penicillium	Penicillium	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Eurotiales;Trichocomaceae;Petromyces	Petromyces	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Eurotiales;Trichocomaceae;Phialosimplex	Phialosimplex	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Eurotiales;Trichocomaceae;Rasamsonia	Rasamsonia	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Eurotiales;Trichocomaceae;Sagenoma	Sagenoma	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Eurotiales;Trichocomaceae;Sagenomella	Sagenomella	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Eurotiales;Trichocomaceae;Talaromyces	Talaromyces	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Eurotiales;Trichocomaceae;Thermoascus	Thermoascus	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Eurotiales;Trichocomaceae;Thysanophora	Thysanophora	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Eurotiales;Trichocomaceae;Trichocoma	Trichocoma	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Eurotiales;Trichocomaceae;Warcupiella	Warcupiella	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Incertae Sedis	Incertae Sedis	order	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Incertae Sedis;Monascaceae	Monascaceae	family	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Incertae Sedis;Monascaceae;Monascus	Monascus	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Onygenales	Onygenales	order	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Onygenales;Ajellomycetaceae	Ajellomycetaceae	family	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Onygenales;Ajellomycetaceae;Ajellomyces	Ajellomyces	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Onygenales;Ajellomycetaceae;Paracoccidioides	Paracoccidioides	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Onygenales;Arachnomycetaceae	Arachnomycetaceae	family	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Onygenales;Arachnomycetaceae;Arachnomyces	Arachnomyces	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Onygenales;Arachnomycetaceae;Onychocola	Onychocola	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Onygenales;Arthrodermataceae	Arthrodermataceae	family	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Onygenales;Arthrodermataceae;Arthroderma	Arthroderma	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Onygenales;Arthrodermataceae;Ctenomyces	Ctenomyces	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Onygenales;Arthrodermataceae;Epidermophyton	Epidermophyton	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Onygenales;Arthrodermataceae;Microsporum	Microsporum	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Onygenales;Arthrodermataceae;Trichophyton	Trichophyton	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Onygenales;Ascosphaeraceae	Ascosphaeraceae	family	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Onygenales;Eremascaceae	Eremascaceae	family	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Onygenales;Eremascaceae;Eremascus	Eremascus	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Onygenales;Gymnoascaceae	Gymnoascaceae	family	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Onygenales;Gymnoascaceae;Arachniotus	Arachniotus	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Onygenales;Gymnoascaceae;Gymnascella	Gymnascella	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Onygenales;Gymnoascaceae;Gymnoascoideus	Gymnoascoideus	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Onygenales;Gymnoascaceae;Gymnoascus	Gymnoascus	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Onygenales;Gymnoascaceae;Kraurogymnocarpa	Kraurogymnocarpa	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Onygenales;Gymnoascaceae;Leucothecium	Leucothecium	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Onygenales;Incertae Sedis	Incertae Sedis	family	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Onygenales;Incertae Sedis;Lacazia	Lacazia	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Onygenales;Onygenaceae	Onygenaceae	family	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Onygenales;Onygenaceae;Amauroascus	Amauroascus	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Onygenales;Onygenaceae;Aphanoascus	Aphanoascus	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Onygenales;Onygenaceae;Apinisia	Apinisia	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Onygenales;Onygenaceae;Ascocalvatia	Ascocalvatia	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Onygenales;Onygenaceae;Auxarthron	Auxarthron	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Onygenales;Onygenaceae;Chlamydosauromyces	Chlamydosauromyces	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Onygenales;Onygenaceae;Chrysosporium	Chrysosporium	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Onygenales;Onygenaceae;Coccidioides	Coccidioides	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Onygenales;Onygenaceae;Malbranchea	Malbranchea	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Onygenales;Onygenaceae;Onygena	Onygena	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Onygenales;Onygenaceae;Pseudoamauroascus	Pseudoamauroascus	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Onygenales;Onygenaceae;Renispora	Renispora	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Onygenales;Onygenaceae;Shanorella	Shanorella	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Onygenales;Onygenaceae;Spiromastix	Spiromastix	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Onygenales;Onygenaceae;Trichophyton	Trichophyton	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Onygenales;Onygenaceae;Uncinocarpus	Uncinocarpus	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Onygenales;Pectinotrichum	Pectinotrichum	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiomycetidae;Onygenales;Spiromastix	Spiromastix	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Incertae Sedis	Incertae Sedis	subclass	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Incertae Sedis;Incertae Sedis	Incertae Sedis	order	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Incertae Sedis;Incertae Sedis;Incertae Sedis	Incertae Sedis	family	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Incertae Sedis;Incertae Sedis;Incertae Sedis;Phaeomoniella	Phaeomoniella	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Mycocaliciomycetidae	Mycocaliciomycetidae	subclass	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Mycocaliciomycetidae;Mycocaliciales	Mycocaliciales	order	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Mycocaliciomycetidae;Mycocaliciales;Mycocaliciaceae	Mycocaliciaceae	family	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Mycocaliciomycetidae;Mycocaliciales;Mycocaliciaceae;Chaenothecopsis	Chaenothecopsis	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Mycocaliciomycetidae;Mycocaliciales;Mycocaliciaceae;Stenocybe	Stenocybe	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Mycocaliciomycetidae;Mycocaliciales;Sphinctrinaceae	Sphinctrinaceae	family	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Mycocaliciomycetidae;Mycocaliciales;Sphinctrinaceae;Sphinctrina	Sphinctrina	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Geoglossomycetes	Geoglossomycetes	class	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Incertae Sedis	Incertae Sedis	class	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Incertae Sedis;Incertae Sedis	Incertae Sedis	subclass	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Incertae Sedis;Incertae Sedis;Incertae Sedis	Incertae Sedis	order	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis	Incertae Sedis	family	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis;Calcarisporiella	Calcarisporiella	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis;Exochalara	Exochalara	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis;Microcyclospora	Microcyclospora	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis;Satchmopsis	Satchmopsis	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Laboulbeniomycetes	Laboulbeniomycetes	class	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Laboulbeniomycetes;Laboulbeniomycetidae	Laboulbeniomycetidae	subclass	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Laboulbeniomycetes;Laboulbeniomycetidae;Pyxidiophorales	Pyxidiophorales	order	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Laboulbeniomycetes;Laboulbeniomycetidae;Pyxidiophorales;Pyxidiophoraceae	Pyxidiophoraceae	family	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Laboulbeniomycetes;Laboulbeniomycetidae;Pyxidiophorales;Pyxidiophoraceae;Pyxidiophora	Pyxidiophora	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lecanoromycetes	Lecanoromycetes	class	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lecanoromycetes;Acarosporomycetidae	Acarosporomycetidae	subclass	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lecanoromycetes;Acarosporomycetidae;Acarosporales	Acarosporales	order	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lecanoromycetes;Acarosporomycetidae;Acarosporales;Acarosporaceae	Acarosporaceae	family	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lecanoromycetes;Acarosporomycetidae;Acarosporales;Acarosporaceae;Acarospora	Acarospora	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lecanoromycetes;Lecanoromycetidae	Lecanoromycetidae	subclass	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lecanoromycetes;Lecanoromycetidae;Lecanorales	Lecanorales	order	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lecanoromycetes;Lecanoromycetidae;Lecanorales;Arctomiaceae	Arctomiaceae	family	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lecanoromycetes;Lecanoromycetidae;Lecanorales;Arctomiaceae;Gregorella	Gregorella	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lecanoromycetes;Lecanoromycetidae;Lecanorales;Stereocaulaceae	Stereocaulaceae	family	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lecanoromycetes;Lecanoromycetidae;Umbilicariales	Umbilicariales	order	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lecanoromycetes;Lecanoromycetidae;Umbilicariales;Umbilicariaceae	Umbilicariaceae	family	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lecanoromycetes;Lecanoromycetidae;Umbilicariales;Umbilicariaceae;Umbilicaria	Umbilicaria	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lecanoromycetes;uncultured	uncultured	subclass	a
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes	Leotiomycetes	class	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Incertae Sedis	Incertae Sedis	subclass	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Incertae Sedis;Incertae Sedis	Incertae Sedis	order	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Incertae Sedis;Incertae Sedis;Incertae Sedis	Incertae Sedis	family	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Incertae Sedis;Incertae Sedis;Incertae Sedis;Geomyces	Geomyces	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Incertae Sedis;Incertae Sedis;Incertae Sedis;Hyphozyma	Hyphozyma	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae	Leotiomycetidae	subclass	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Erysiphales	Erysiphales	order	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Erysiphales;Erysiphaceae	Erysiphaceae	family	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Erysiphales;Erysiphaceae;Arthrocladiella	Arthrocladiella	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Erysiphales;Erysiphaceae;Blumeria	Blumeria	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Erysiphales;Erysiphaceae;Caespitotheca	Caespitotheca	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Erysiphales;Erysiphaceae;Cystotheca	Cystotheca	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Erysiphales;Erysiphaceae;Erysiphe	Erysiphe	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Erysiphales;Erysiphaceae;Golovinomyces	Golovinomyces	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Erysiphales;Erysiphaceae;Leveillula	Leveillula	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Erysiphales;Erysiphaceae;Neoerysiphe	Neoerysiphe	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Erysiphales;Erysiphaceae;Phyllactinia	Phyllactinia	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Erysiphales;Erysiphaceae;Pleochaeta	Pleochaeta	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Erysiphales;Erysiphaceae;Podosphaera	Podosphaera	genus	''
